titulo,colacion,fecha,promedio,promedio_lineal
Ingeniero Electrónico,31,1995-07-05,,
Licenciado en Informática,31,1995-07-03,,
Ingeniero Electrónico,31,1995-07-01,,
Ingeniero Electrónico,31,1995-07-01,,
Ingeniero Electrónico,31,1995-06-22,,
Ingeniero Químico,31,1995-06-20,,
Ingeniero Químico,31,1995-06-20,,
Ingeniero Electrónico,31,1995-06-14,,
Ingeniero Industrial,31,1995-06-14,,
Ingeniero Electrónico,31,1995-06-08,,
Ingeniero Industrial,31,1995-05-30,,
Ingeniero Industrial,31,1995-05-30,,
Ingeniero Industrial,31,1995-05-30,,
Licenciado en Oceanografía,28,1995-05-24,,
Ingeniero Industrial,31,1995-05-17,,
Ingeniero Industrial,31,1995-05-17,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Industrial,31,1995-05-15,,
Ingeniero Mecánico,31,1995-05-15,,
Ingeniero en Petróleo,31,1995-05-15,,
Ingeniero Mecánico,31,1995-05-02,,
Ingeniero Industrial,31,1995-05-02,,
Ingeniero Industrial,31,1995-05-02,,
Ingeniero Industrial,31,1995-05-02,,
Ingeniero Mecánico,31,1995-05-01,,
Licenciado en Oceanografía,28,1995-04-27,,
Licenciado en Oceanografía,28,1995-04-26,,
Ingeniero Naval,31,1995-04-19,,
Ingeniero Mecánico,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-19,,
Ingeniero Industrial,31,1995-04-17,,
Ingeniero en Petróleo,31,1995-04-17,,
Ingeniero Industrial,31,1995-04-04,,
Ingeniero Industrial,31,1995-04-04,,
Ingeniero Industrial,31,1995-04-04,,
Ingeniero Electrónico,31,1995-04-04,,
Ingeniero en Petróleo,31,1995-03-31,,
Ingeniero en Petróleo,31,1995-03-31,,
Ingeniero en Petróleo,31,1995-03-31,,
Ingeniero en Petróleo,31,1995-03-27,,
Ingeniero en Petróleo,31,1995-03-27,,
Ingeniero en Petróleo,31,1995-03-27,,
Ingeniero en Petróleo,31,1995-03-27,,
Ingeniero en Petróleo,31,1995-03-27,,
Ingeniero Industrial,31,1995-03-20,,
Ingeniero Industrial,31,1995-03-20,,
Ingeniero Industrial,31,1995-03-20,,
Ingeniero Químico,27,1995-03-17,,
Ingeniero Industrial,31,1995-03-14,,
Ingeniero Naval,31,1995-03-08,,
Ingeniero Industrial,31,1995-03-07,,
Ingeniero Industrial,31,1995-03-07,,
Ingeniero Industrial,31,1995-03-07,,
Ingeniero Electricista,31,1995-03-07,,
Ingeniero Mecánico,31,1995-02-27,,
Ingeniero Químico,31,1995-02-23,,
Licenciado en Informática,31,1995-02-15,,
Ingeniero Electrónico,31,1995-02-15,,
Ingeniero Industrial,31,1995-02-13,,
Ingeniero Industrial,31,1995-02-10,,
Ingeniero en Petróleo,31,1995-02-10,,
Licenciado en Informática,31,1995-02-08,,
Licenciado en Informática,31,1995-02-08,,
Ingeniero Mecánico,31,1995-02-01,,
Ingeniero Electrónico,31,1994-12-27,,
Ingeniero Industrial,31,1994-12-27,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Industrial,31,1994-12-22,,
Ingeniero Mecánico,31,1994-12-22,,
Ingeniero en Petróleo,31,1994-12-22,,
Ingeniero Químico,31,1994-12-22,,
Ingeniero Químico,31,1994-12-22,,
Ingeniero Químico,31,1994-12-22,,
Ingeniero Químico,31,1994-12-21,,
Licenciado en Informática,31,1994-12-21,,
Licenciado en Informática,31,1994-12-21,,
Licenciado en Informática,31,1994-12-21,,
Ingeniero Industrial,31,1994-12-21,,
Ingeniero Industrial,31,1994-12-21,,
Ingeniero Industrial,31,1994-12-19,,
Ingeniero Industrial,31,1994-12-14,,
Licenciado en Oceanografía,28,1994-12-09,,
Ingeniero Industrial,31,1994-12-01,,
Ingeniero Industrial,31,1994-12-01,,
Ingeniero Electrónico,31,1994-11-18,,
Ingeniero Industrial,31,1994-11-10,,
Ingeniero Industrial,31,1994-10-04,,
Ingeniero en Petróleo,30,1994-09-14,,
Ingeniero Industrial,31,1994-08-31,,
Ingeniero Industrial,30,1994-08-20,,
Ingeniero Industrial,30,1994-07-28,,
Ingeniero Industrial,30,1994-07-22,,
Ingeniero Electrónico,30,1994-07-20,,
Ingeniero en Petróleo,30,1994-07-20,,
Ingeniero en Petróleo,30,1994-07-19,,
Ingeniero en Petróleo,30,1994-07-19,,
Ingeniero en Petróleo,30,1994-07-19,,
Ingeniero en Petróleo,30,1994-07-19,,
Ingeniero Industrial,30,1994-07-19,,
Ingeniero Industrial,30,1994-07-19,,
Ingeniero Electrónico,30,1994-07-18,,
Ingeniero Electrónico,30,1994-07-15,,
Ingeniero Electrónico,30,1994-07-15,,
Ingeniero Electrónico,30,1994-07-15,,
Ingeniero Industrial,30,1994-07-15,,
Ingeniero Químico,30,1994-07-15,,
Ingeniero Industrial,30,1994-07-14,,
Ingeniero Industrial,30,1994-07-13,,
Ingeniero Electrónico,30,1994-07-11,,
Ingeniero Naval,30,1994-07-08,,
Ingeniero Electrónico,30,1994-07-07,,
Ingeniero Electrónico,30,1994-07-07,,
Ingeniero Electrónico,30,1994-07-07,,
Ingeniero Químico,30,1994-07-04,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Electrónico,30,1994-06-29,,
Ingeniero Mecánico,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,33,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,31,1994-06-29,,
Ingeniero Industrial,30,1994-06-29,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Industrial,30,1994-06-28,,
Ingeniero Mecánico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-28,,
Ingeniero Electrónico,30,1994-06-24,,
Ingeniero Electrónico,30,1994-06-24,,
Ingeniero Electrónico,30,1994-06-24,,
Ingeniero Electrónico,30,1994-06-24,,
Ingeniero Mecánico,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-24,,
Ingeniero Industrial,30,1994-06-23,,
Ingeniero Industrial,30,1994-06-23,,
Ingeniero Industrial,30,1994-06-23,,
Ingeniero Industrial,30,1994-06-23,,
Ingeniero Industrial,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-23,,
Ingeniero Electrónico,30,1994-06-10,,
Ingeniero Electrónico,30,1994-06-10,,
Ingeniero Electrónico,30,1994-06-10,,
Ingeniero Electrónico,30,1994-06-10,,
Ingeniero Industrial,30,1994-06-10,,
Ingeniero Industrial,30,1994-06-10,,
Ingeniero Industrial,30,1994-06-10,,
Licenciado en Oceanografía,27,1994-06-10,,
Ingeniero Industrial,30,1994-06-02,,
Ingeniero Industrial,30,1994-06-02,,
Ingeniero Industrial,30,1994-06-02,,
Ingeniero Electrónico,30,1994-06-02,,
Ingeniero Electrónico,30,1994-06-02,,
Ingeniero Electrónico,30,1994-06-02,,
Ingeniero Mecánico,30,1994-06-01,,
Ingeniero Mecánico,30,1994-06-01,,
Ingeniero Electrónico,30,1994-05-24,,
Ingeniero Electrónico,30,1994-05-24,,
Ingeniero Electrónico,30,1994-05-24,,
Ingeniero Industrial,30,1994-05-24,,
Ingeniero Industrial,30,1994-05-24,,
Ingeniero Industrial,30,1994-05-24,,
Ingeniero Industrial,30,1994-05-24,,
Ingeniero Industrial,30,1994-05-12,,
Ingeniero en Petróleo,30,1994-05-10,,
Ingeniero Industrial,30,1994-05-05,,
Ingeniero Industrial,30,1994-05-05,,
Ingeniero Industrial,30,1994-05-05,,
Ingeniero Industrial,30,1994-05-05,,
Ingeniero Industrial,30,1994-05-05,,
Ingeniero Mecánico,30,1994-05-05,,
Ingeniero Mecánico,30,1994-05-01,,
Ingeniero Electrónico,30,1994-04-26,,
Ingeniero Electrónico,30,1994-04-26,,
Ingeniero Electrónico,30,1994-04-26,,
Ingeniero Electrónico,30,1994-04-26,,
Ingeniero Electrónico,30,1994-04-26,,
Ingeniero Electrónico,30,1994-04-26,,
Licenciado en Oceanografía,27,1994-04-20,,
Ingeniero en Petróleo,30,1994-04-11,,
Ingeniero Electrónico,30,1994-04-11,,
Ingeniero Industrial,30,1994-04-11,,
Ingeniero Industrial,30,1994-03-21,,
Ingeniero Industrial,30,1994-03-21,,
Ingeniero Electrónico,30,1994-03-21,,
Ingeniero Electrónico,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero en Petróleo,30,1994-03-21,,
Ingeniero Químico,30,1994-03-21,,
Ingeniero Mecánico,30,1994-03-14,,
Ingeniero Industrial,30,1994-03-09,,
Ingeniero Electrónico,30,1994-02-28,,
Licenciado en Oceanografía,27,1994-02-25,,
Licenciado en Informática,30,1994-02-15,,
Ingeniero Químico,30,1994-02-10,,
Ingeniero Químico,30,1994-02-08,,
Ingeniero Industrial,30,1994-02-08,,
Ingeniero Industrial,30,1994-02-08,,
Ingeniero Industrial,30,1993-12-23,,
Ingeniero Electrónico,30,1993-12-23,,
Ingeniero Electrónico,30,1993-12-23,,
Ingeniero Electrónico,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Industrial,30,1993-12-22,,
Ingeniero Químico,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Licenciado en Informática,30,1993-12-22,,
Ingeniero Químico,30,1993-12-21,,
Ingeniero Químico,30,1993-12-21,,
Ingeniero Industrial,30,1993-12-21,,
Ingeniero Industrial,30,1993-12-21,,
Ingeniero Industrial,30,1993-12-21,,
Ingeniero Industrial,30,1993-12-21,,
Ingeniero Electrónico,30,1993-12-21,,
Ingeniero Industrial,30,1993-12-20,,
Ingeniero Industrial,30,1993-12-17,,
Licenciado en Informática,30,1993-12-17,,
Ingeniero Industrial,30,1993-11-25,,
Licenciado en Oceanografía,27,1993-11-24,,
Licenciado en Oceanografía,27,1993-11-24,,
Ingeniero Electrónico,30,1993-11-18,,
Ingeniero Electrónico,30,1993-10-13,,
Ingeniero Mecánico,30,1993-10-08,,
Ingeniero Electrónico,30,1993-10-06,,
Ingeniero Mecánico,30,1993-09-15,,
Ingeniero Mecánico,30,1993-09-06,,
Ingeniero Químico,30,1993-09-06,,
Ingeniero Electrónico,30,1993-08-20,,
Ingeniero Industrial,30,1993-08-13,,
Ingeniero Mecánico,29,1993-07-30,,
Ingeniero Electrónico,29,1993-07-27,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Electrónico,29,1993-07-22,,
Ingeniero Mecánico,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-22,,
Ingeniero Químico,29,1993-07-22,,
Ingeniero Químico,29,1993-07-22,,
Ingeniero Químico,29,1993-07-22,,
Ingeniero Industrial,29,1993-07-19,,
Ingeniero Industrial,29,1993-07-19,,
Ingeniero Industrial,29,1993-07-19,,
Ingeniero Mecánico,29,1993-07-19,,
Ingeniero Electrónico,29,1993-07-19,,
Ingeniero Electrónico,29,1993-07-19,,
Ingeniero Electrónico,29,1993-07-17,,
Ingeniero Electrónico,29,1993-07-17,,
Ingeniero Electrónico,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-17,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Industrial,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-14,,
Ingeniero Mecánico,29,1993-07-14,,
Ingeniero Químico,29,1993-07-14,,
Ingeniero Químico,29,1993-07-14,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-10,,
Ingeniero Electrónico,29,1993-07-08,,
Ingeniero Industrial,29,1993-07-08,,
Ingeniero Industrial,29,1993-07-08,,
Ingeniero Industrial,29,1993-07-08,,
Ingeniero Industrial,29,1993-07-08,,
Licenciado en Oceanografía,27,1993-07-07,,
Ingeniero Industrial,29,1993-06-30,,
Ingeniero Electrónico,29,1993-06-29,,
Ingeniero Electrónico,29,1993-06-29,,
Ingeniero Electrónico,29,1993-06-16,,
Ingeniero Electrónico,29,1993-06-16,,
Ingeniero Electrónico,29,1993-06-16,,
Ingeniero Electrónico,29,1993-06-16,,
Ingeniero Mecánico,29,1993-06-16,,
Ingeniero Industrial,29,1993-06-16,,
Ingeniero Industrial,29,1993-06-16,,
Ingeniero Industrial,29,1993-06-16,,
Ingeniero Electrónico,29,1993-06-01,,
Ingeniero Electrónico,29,1993-06-01,,
Ingeniero Industrial,29,1993-05-30,,
Ingeniero Mecánico,29,1993-05-28,,
Ingeniero Electrónico,29,1993-05-26,,
Ingeniero Electrónico,29,1993-05-17,,
Ingeniero Mecánico,29,1993-05-17,,
Ingeniero Industrial,29,1993-05-17,,
Ingeniero Químico,29,1993-05-17,,
Ingeniero Químico,29,1993-05-12,,
Ingeniero Electrónico,29,1993-05-12,,
Ingeniero Electrónico,29,1993-05-06,,
Ingeniero Electrónico,29,1993-05-04,,
Ingeniero Electrónico,29,1993-05-04,,
Ingeniero Electrónico,29,1993-05-04,,
Ingeniero Industrial,29,1993-04-30,,
Ingeniero Electrónico,29,1993-04-26,,
Ingeniero Mecánico,29,1993-04-22,,
Ingeniero Industrial,29,1993-04-22,,
Ingeniero Industrial,29,1993-04-19,,
Ingeniero Químico,29,1993-04-19,,
Ingeniero Industrial,29,1993-04-07,,
Ingeniero Industrial,29,1993-04-07,,
Ingeniero Industrial,29,1993-04-07,,
Ingeniero Industrial,29,1993-04-07,,
Ingeniero Electrónico,29,1993-04-07,,
Ingeniero Electrónico,29,1993-04-07,,
Ingeniero Electrónico,29,1993-04-07,,
Ingeniero Electrónico,29,1993-04-07,,
Ingeniero Electrónico,29,1993-03-29,,
Ingeniero Industrial,29,1993-03-29,,
Ingeniero Industrial,29,1993-03-29,,
Ingeniero Industrial,29,1993-03-24,,
Ingeniero Industrial,29,1993-03-16,,
Ingeniero Electrónico,29,1993-03-16,,
Ingeniero Electrónico,29,1993-03-11,,
Ingeniero Industrial,29,1993-03-01,,
Ingeniero Químico,29,1993-03-01,,
Ingeniero Industrial,29,1993-02-22,,
Ingeniero Electricista,29,1993-02-19,,
Ingeniero Electrónico,29,1993-02-19,,
Ingeniero Mecánico,29,1993-02-19,,
Licenciado en Informática,29,1993-02-19,,
Licenciado en Informática,29,1993-02-19,,
Licenciado en Informática,29,1993-02-18,,
Licenciado en Informática,29,1993-02-17,,
Licenciado en Informática,29,1993-02-17,,
Licenciado en Informática,29,1993-02-17,,
Licenciado en Informática,29,1993-02-17,,
Licenciado en Informática,29,1993-02-17,,
Licenciado en Informática,29,1993-02-17,,
Ingeniero Mecánico,29,1993-02-16,,
Ingeniero Electrónico,29,1993-02-16,,
Ingeniero Industrial,29,1993-02-16,,
Ingeniero Industrial,29,1993-02-16,,
Licenciado en Informática,29,1993-02-12,,
Licenciado en Informática,29,1993-02-12,,
Licenciado en Informática,29,1993-02-12,,
Ingeniero Industrial,29,1992-12-29,,
Ingeniero Industrial,29,1992-12-29,,
Ingeniero Industrial,29,1992-12-28,,
Ingeniero Electrónico,29,1992-12-26,,
Ingeniero Industrial,29,1992-12-23,,
Ingeniero Industrial,29,1992-12-23,,
Ingeniero Industrial,29,1992-12-23,,
Ingeniero Industrial,29,1992-12-23,,
Ingeniero Químico,29,1992-12-23,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Licenciado en Informática,29,1992-12-22,,
Ingeniero Industrial,29,1992-12-22,,
Ingeniero Industrial,29,1992-12-22,,
Ingeniero Industrial,29,1992-12-22,,
Ingeniero Industrial,29,1992-12-22,,
Ingeniero Industrial,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-22,,
Ingeniero Electrónico,29,1992-12-21,,
Ingeniero Industrial,29,1992-12-21,,
Ingeniero Industrial,29,1992-12-17,,
Ingeniero Industrial,29,1992-12-16,,
Ingeniero Mecánico,29,1992-12-01,,
Ingeniero Electrónico,29,1992-10-22,,
Licenciado en Informática,29,1992-10-22,,
Ingeniero Electrónico,29,1992-10-13,,
Ingeniero Naval,29,1992-10-08,,
Ingeniero Mecánico,29,1992-10-07,,
Ingeniero Industrial,29,1992-10-07,,
Ingeniero Industrial,29,1992-10-07,,
Ingeniero Industrial,29,1992-10-07,,
Ingeniero Electrónico,29,1992-10-05,,
Ingeniero Electrónico,29,1992-10-05,,
Ingeniero Industrial,29,1992-10-01,,
Ingeniero Industrial,29,1992-09-30,,
Ingeniero Industrial,29,1992-09-29,,
Ingeniero Industrial,27,1992-08-18,,
Ingeniero Industrial,28,1992-08-18,,
Ingeniero Industrial,28,1992-08-18,,
Ingeniero Mecánico,27,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Licenciado en Informática,28,1992-08-18,,
Ingeniero Químico,30,1992-08-18,,
Ingeniero Químico,28,1992-08-13,,
Ingeniero Industrial,28,1992-08-13,,
Ingeniero Industrial,28,1992-08-06,,
Ingeniero Industrial,27,1992-08-06,,
Ingeniero Industrial,27,1992-08-06,,
Ingeniero Industrial,27,1992-08-06,,
Ingeniero Electrónico,27,1992-08-06,,
Ingeniero Electrónico,28,1992-08-06,,
Ingeniero Industrial,28,1992-08-01,,
Ingeniero Industrial,28,1992-08-01,,
Ingeniero Industrial,27,1992-07-30,,
Ingeniero Electrónico,27,1992-07-30,,
Ingeniero Electrónico,27,1992-07-30,,
Ingeniero Industrial,28,1992-07-30,,
Ingeniero Industrial,28,1992-07-30,,
Ingeniero Industrial,27,1992-07-27,,
Ingeniero Industrial,28,1992-07-24,,
Ingeniero Industrial,28,1992-07-24,,
Ingeniero Electrónico,27,1992-07-24,,
Ingeniero Electrónico,27,1992-07-24,,
Ingeniero Electrónico,27,1992-07-24,,
Ingeniero Electrónico,27,1992-07-24,,
Ingeniero Electrónico,27,1992-07-24,,
Ingeniero Electrónico,27,1992-07-22,,
Ingeniero Electrónico,27,1992-07-22,,
Ingeniero Electrónico,28,1992-07-22,,
Ingeniero Naval,27,1992-07-22,,
Ingeniero Industrial,27,1992-07-22,,
Ingeniero Industrial,27,1992-07-22,,
Ingeniero Químico,28,1992-07-22,,
Ingeniero Industrial,27,1992-07-18,,
Ingeniero Industrial,27,1992-07-17,,
Ingeniero Mecánico,27,1992-07-17,,
Ingeniero Electrónico,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Licenciado en Informática,28,1992-07-17,,
Ingeniero Electrónico,28,1992-07-16,,
Ingeniero Industrial,27,1992-07-16,,
Ingeniero Industrial,27,1992-07-15,,
Licenciado en Informática,28,1992-07-15,,
Ingeniero Electrónico,28,1992-07-14,,
Ingeniero Electrónico,27,1992-07-14,,
Ingeniero Electrónico,27,1992-07-14,,
Ingeniero Electrónico,27,1992-07-14,,
Ingeniero Industrial,29,1992-07-13,,
Ingeniero Industrial,27,1992-07-11,,
Ingeniero Industrial,28,1992-07-11,,
Ingeniero Industrial,28,1992-07-11,,
Ingeniero Industrial,28,1992-07-11,,
Ingeniero Electrónico,27,1992-07-11,,
Ingeniero Químico,27,1992-07-11,,
Ingeniero Electrónico,28,1992-07-06,,
Ingeniero Industrial,28,1992-07-06,,
Ingeniero Mecánico,27,1992-07-02,,
Ingeniero Mecánico,27,1992-07-01,,
Ingeniero Químico,27,1992-07-01,,
Ingeniero Químico,27,1992-06-19,,
Ingeniero Industrial,28,1992-06-19,,
Ingeniero Industrial,28,1992-06-19,,
Ingeniero Industrial,28,1992-06-19,,
Ingeniero Electrónico,28,1992-06-15,,
Ingeniero Naval,27,1992-06-15,,
Licenciado en Informática,28,1992-06-01,,
Ingeniero Industrial,27,1992-06-01,,
Ingeniero Industrial,28,1992-06-01,,
Ingeniero Industrial,28,1992-06-01,,
Ingeniero Industrial,27,1992-06-01,,
Ingeniero Electrónico,27,1992-05-27,,
Ingeniero Químico,27,1992-05-27,,
Ingeniero Industrial,27,1992-05-20,,
Ingeniero Electrónico,28,1992-05-15,,
Ingeniero Electrónico,27,1992-05-15,,
Ingeniero Mecánico,28,1992-05-15,,
Ingeniero Industrial,27,1992-05-04,,
Ingeniero Industrial,27,1992-05-04,,
Ingeniero Industrial,27,1992-05-04,,
Ingeniero Naval,27,1992-05-01,,
Ingeniero Naval,27,1992-04-30,,
Ingeniero Mecánico,28,1992-04-14,,
Ingeniero Industrial,28,1992-04-14,,
Ingeniero Industrial,28,1992-04-06,,
Ingeniero Industrial,27,1992-04-06,,
Ingeniero Industrial,27,1992-04-06,,
Ingeniero Industrial,27,1992-04-06,,
Ingeniero Industrial,27,1992-03-25,,
Ingeniero Industrial,27,1992-03-25,,
Ingeniero Industrial,28,1992-03-16,,
Ingeniero Electrónico,27,1992-03-16,,
Ingeniero Industrial,28,1992-03-13,,
Ingeniero Químico,27,1992-03-13,,
Licenciado en Análisis de Sistemas,27,1992-03-10,,
Licenciado en Análisis de Sistemas,27,1992-03-10,,
Ingeniero Electrónico,27,1992-03-10,,
Ingeniero Electrónico,27,1992-03-10,,
Ingeniero Industrial,28,1992-03-09,,
Ingeniero Químico,27,1992-03-09,,
Ingeniero Industrial,28,1992-03-06,,
Ingeniero Industrial,28,1992-02-25,,
Ingeniero Industrial,27,1992-02-25,,
Ingeniero Industrial,27,1992-02-25,,
Ingeniero Electrónico,27,1992-02-25,,
Ingeniero Industrial,27,1992-02-19,,
Ingeniero Industrial,28,1992-02-18,,
Ingeniero Industrial,28,1992-02-18,,
Ingeniero Mecánico,27,1992-02-18,,
Ingeniero Electrónico,27,1992-02-18,,
Ingeniero Químico,27,1992-02-18,,
Ingeniero Industrial,28,1992-02-14,,
Ingeniero Industrial,28,1992-02-14,,
Ingeniero Industrial,28,1992-02-13,,
Ingeniero Industrial,27,1992-02-05,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Ingeniero Industrial,28,1991-12-23,,
Licenciado en Informática,28,1991-12-23,,
Ingeniero Químico,28,1991-12-20,,
Ingeniero Químico,28,1991-12-20,,
Ingeniero Industrial,27,1991-12-20,,
Ingeniero Industrial,27,1991-12-20,,
Ingeniero Industrial,27,1991-12-20,,
Ingeniero Industrial,27,1991-12-20,,
Ingeniero Electrónico,27,1991-12-20,,
