titulo,colacion,fecha,promedio,promedio_lineal
Ingeniero Industrial,53,2017-09-01,6.3,6.73
Lic.en Administración y Sistemas,53,2017-09-01,5.13,5.63
Lic.en Administración y Sistemas,53,2017-08-30,7.3,7.63
Lic.en Administración y Sistemas,53,2017-08-30,6.9,6.89
Ingeniero en Informática,53,2017-08-29,6.74,6.94
Ingeniero Químico,53,2017-08-28,7.78,7.83
Bioingeniero,53,2017-08-28,6.75,7.12
Bioingeniero,53,2017-08-28,7.57,7.69
Bioingeniero,53,2017-08-28,7.33,7.46
Ingeniero Mecánico,53,2017-08-24,5.74,6.23
Ingeniero Mecánico,53,2017-08-22,8,8
Ingeniero Electricista,53,2017-08-22,7.61,7.69
Ingeniero Electricista,53,2017-08-22,6.08,6.52
Lic.en Administración y Sistemas,53,2017-08-22,6.06,6.29
Ingeniero Industrial,53,2017-08-17,6.22,6.49
Ingeniero Químico,53,2017-08-17,6.85,6.96
Ingeniero Químico,53,2017-08-15,8.25,8.29
Ingeniero Químico,53,2017-08-15,5.73,6.08
Ingeniero en Informática,53,2017-08-15,6.89,7.21
Ingeniero Industrial,53,2017-08-15,5.84,6.47
Ingeniero Industrial,53,2017-08-15,6.29,6.78
Ingeniero Industrial,53,2017-08-15,5.73,6.32
Ingeniero Industrial,53,2017-08-15,5.67,6.06
Ingeniero Industrial,53,2017-08-15,7.78,7.92
Ingeniero Mecánico,53,2017-08-15,7.33,7.48
Ingeniero en Petróleo,53,2017-08-15,6.43,6.78
Ingeniero Industrial,53,2017-08-15,6.24,6.59
Ingeniero Industrial,53,2017-08-15,5.77,6.78
Ingeniero Naval,53,2017-08-15,8.16,8.26
Ingeniero Industrial,53,2017-08-14,7.12,7.53
Ingeniero Industrial,53,2017-08-14,5.95,6.7
Ingeniero Industrial,53,2017-08-11,5.57,6.31
Ingeniero en Informática,53,2017-08-11,5.97,6.71
Ingeniero en Informática,53,2017-08-11,6.18,6.73
Ingeniero Electricista,53,2017-08-10,7.04,7.27
Ingeniero Electricista,53,2017-08-10,7.1,7.22
Ingeniero Químico,53,2017-08-10,5.7,6.33
Ingeniero Químico,53,2017-08-10,6.62,6.91
Ingeniero Químico,53,2017-08-10,6.58,6.8
Ingeniero Químico,53,2017-08-10,8.19,8.29
Ingeniero Químico,53,2017-08-10,5.53,6.24
Ingeniero Industrial,53,2017-08-10,5.81,6.52
Ingeniero Industrial,53,2017-08-09,6.7,6.76
Ingeniero Electrónico,53,2017-08-09,6.22,6.37
Ingeniero Electrónico,53,2017-08-09,6.48,6.59
Ingeniero en Informática,53,2017-08-07,5.99,6.56
Ingeniero en Informática,53,2017-08-07,6.04,6.91
Ingeniero Industrial,53,2017-08-07,6.99,7.13
Ingeniero Industrial,53,2017-08-03,5.58,5.94
Ingeniero Industrial,53,2017-08-03,4.94,5.91
Ingeniero Industrial,53,2017-08-02,7.13,7.34
Ingeniero Industrial,53,2017-08-02,6.72,7.02
Ingeniero Industrial,53,2017-08-02,5.87,6.58
Ingeniero Industrial,53,2017-08-02,7.27,7.33
Ingeniero Industrial,53,2017-08-02,6.27,6.72
Ingeniero Industrial,53,2017-08-02,6.48,6.82
Ingeniero Industrial,53,2017-08-02,6.83,7.06
Ingeniero Industrial,53,2017-08-02,6.23,6.58
Ingeniero Industrial,53,2017-07-27,6.69,6.91
Lic.en Administración y Sistemas,53,2017-07-27,6.51,6.63
Lic.en Administración y Sistemas,53,2017-07-26,6.19,6.29
Ingeniero Industrial,53,2017-07-26,6.67,6.94
Ingeniero Industrial,53,2017-07-26,7.46,7.61
Ingeniero Industrial,53,2017-07-26,7.02,7.1
Ingeniero Industrial,53,2017-07-26,7.57,7.61
Ingeniero en Informática,53,2017-07-26,7.03,7.04
Ingeniero en Informática,53,2017-07-26,8.19,8.11
Ingeniero Industrial,53,2017-07-26,7.07,7.57
Ingeniero Industrial,53,2017-07-25,6.16,6.38
Ingeniero Químico,53,2017-07-24,6.97,7.24
Ingeniero Químico,53,2017-07-24,6.91,7.27
Ingeniero Químico,53,2017-07-24,6.74,7
Ingeniero Químico,53,2017-07-24,7.79,7.88
Ingeniero Electricista,53,2017-07-21,7.68,7.72
Lic.en Administración y Sistemas,53,2017-07-21,5.91,6.71
Ingeniero Industrial,53,2017-07-21,6.08,6.83
Ingeniero Industrial,53,2017-07-21,7.69,7.88
Lic.en Administración y Sistemas,53,2017-07-21,6.05,6.51
Ingeniero Industrial,53,2017-07-21,7.27,7.55
Lic.en Administración y Sistemas,53,2017-07-21,8.08,8.13
Lic.en Administración y Sistemas,53,2017-07-21,6.82,6.85
Lic.en Administración y Sistemas,53,2017-07-21,8.5,8.43
Lic.en Administración y Sistemas,53,2017-07-21,6.29,6.61
Ingeniero Industrial,53,2017-07-20,6.25,6.78
Ingeniero Industrial,53,2017-07-20,6.65,7.26
Ingeniero Químico,53,2017-07-20,8.7,8.78
Ingeniero Químico,53,2017-07-20,6.83,6.85
Ingeniero en Informática,53,2017-07-19,7.3,7.59
Ingeniero Industrial,53,2017-07-19,5.49,6.23
Ingeniero Industrial,53,2017-07-19,7.22,7.69
Ingeniero Industrial,53,2017-07-19,6.86,7.1
Ingeniero Industrial,53,2017-07-19,7.16,7.56
Ingeniero Industrial,53,2017-07-19,7.48,7.68
Ingeniero en Petróleo,53,2017-07-19,7.04,7.1
Lic.en Administración y Sistemas,53,2017-07-19,6.87,6.89
Ingeniero Industrial,53,2017-07-18,6.64,7.14
Lic.en Administración y Sistemas,53,2017-07-18,7.17,7.14
Ingeniero Industrial,53,2017-07-18,6.4,6.81
Ingeniero Industrial,53,2017-07-18,5.97,6.54
Ingeniero Industrial,53,2017-07-18,6.39,6.71
Ingeniero Químico,53,2017-07-18,7.65,7.5
Ingeniero Mecánico,53,2017-07-17,6.93,6.95
Lic.en Administración y Sistemas,53,2017-07-17,7.82,7.76
Lic.en Administración y Sistemas,53,2017-07-17,6.87,6.93
Lic.en Administración y Sistemas,53,2017-07-17,7.61,7.63
Lic.en Administración y Sistemas,53,2017-07-17,9,8.99
Lic.en Administración y Sistemas,53,2017-07-17,8.9,8.82
Lic.en Administración y Sistemas,53,2017-07-13,6.94,6.92
Ingeniero Electricista,53,2017-07-13,6.98,7.12
Ingeniero Industrial,53,2017-07-13,6.1,6.42
Ingeniero en Petróleo,53,2017-07-12,6.35,6.74
Ingeniero Químico,53,2017-07-10,6.16,6.8
Ingeniero Químico,53,2017-07-10,6.71,6.86
Ingeniero Mecánico,53,2017-07-06,6.09,6.25
Ingeniero Industrial,53,2017-07-06,6.96,7.16
Ingeniero Industrial,53,2017-07-05,6.08,6.56
Ingeniero Industrial,53,2017-07-05,5.21,6.48
Ingeniero Industrial,53,2017-07-03,5.91,6.51
Ingeniero Industrial,53,2017-06-29,5.27,6.13
Ingeniero Industrial,53,2017-06-26,7.66,7.85
Ingeniero Industrial,53,2017-06-26,6.66,6.95
Ingeniero Industrial,53,2017-06-22,5.8,6.53
Ingeniero Industrial,53,2017-06-22,5.61,6.16
Ingeniero Industrial,53,2017-06-22,5.3,6.04
Ingeniero en Petróleo,53,2017-06-15,6.3,6.61
Ingeniero en Petróleo,53,2017-06-12,6.87,6.96
Ingeniero en Petróleo,53,2017-06-05,5.81,6.23
Ingeniero Químico,53,2017-06-05,6.28,6.38
Ingeniero Químico,53,2017-06-05,7.25,7.52
Ingeniero Mecánico,53,2017-06-02,7.33,7.5
Ingeniero Industrial,53,2017-06-01,5.82,6.38
Ingeniero Industrial,53,2017-06-01,8.16,8.33
Ingeniero Industrial,53,2017-06-01,7.14,7.41
Ingeniero Industrial,53,2017-06-01,6.3,6.63
Ingeniero Industrial,53,2017-05-30,6.14,6.49
Ingeniero Mecánico,53,2017-05-24,6.06,6.54
Ingeniero Industrial,53,2017-05-16,6.08,6.69
Ingeniero Industrial,53,2017-05-16,6.58,7
Ingeniero en Informática,53,2017-05-15,6.83,7.3
Ingeniero Industrial,53,2017-05-11,6.76,6.97
Ingeniero Industrial,53,2017-05-09,6.2,6.58
Ingeniero Industrial,53,2017-05-04,5.98,6.24
Ingeniero Industrial,53,2017-04-28,7.12,7.23
Ingeniero en Petróleo,53,2017-04-27,5.57,6.31
Ingeniero Químico,53,2017-04-24,7.2,7.41
Ingeniero Químico,53,2017-04-24,7.29,7.34
Ingeniero Químico,53,2017-04-24,6.94,7.08
Ingeniero en Informática,53,2017-04-19,8.58,8.64
Ingeniero en Petróleo,53,2017-04-18,7.62,7.65
Ingeniero en Petróleo,53,2017-04-12,7.32,7.4
Ingeniero en Petróleo,53,2017-04-12,5.09,5.85
Ingeniero Mecánico,53,2017-04-11,6.95,7.06
Ingeniero Industrial,53,2017-04-11,6.33,6.85
Ingeniero Industrial,53,2017-04-11,6.67,6.9
Ingeniero en Petróleo,53,2017-04-11,5.53,6.04
Ingeniero Mecánico,53,2017-04-05,5.73,6.22
Ingeniero Mecánico,53,2017-04-05,6.78,7.05
Ingeniero Industrial,53,2017-04-04,5.54,6.42
Ingeniero Mecánico,53,2017-04-04,5.9,6.2
Ingeniero Industrial,53,2017-03-28,5.93,6.48
Ingeniero Industrial,53,2017-03-28,6.19,6.38
Ingeniero en Informática,53,2017-03-22,5.99,6.61
Ingeniero Industrial,53,2017-03-15,6.18,6.65
Ingeniero Industrial,53,2017-03-15,5.44,6.15
Ingeniero Industrial,53,2017-03-15,5.25,6.25
Ingeniero Industrial,53,2017-03-15,7.86,7.99
Ingeniero Industrial,53,2017-03-15,7.13,7.45
Ingeniero en Informática,53,2017-03-14,5.39,6.22
Ingeniero en Informática,53,2017-03-14,6.02,6.45
Ingeniero en Petróleo,53,2017-03-14,5.06,5.6
Ingeniero en Informática,53,2017-03-13,8.03,8.12
Ingeniero Químico,53,2017-03-13,7.45,7.53
Ingeniero Químico,53,2017-03-13,6.17,6.74
Ingeniero Industrial,53,2017-03-09,7.12,7.34
Ingeniero Industrial,53,2017-03-09,6.88,7.23
Ingeniero en Informática,53,2017-03-08,6.1,6.41
Ingeniero Electricista,53,2017-03-06,6.13,6.52
Ingeniero Mecánico,53,2017-03-03,7.1,7.21
Ingeniero Mecánico,53,2017-03-03,8.9,8.87
Ingeniero en Petróleo,53,2017-03-03,5.73,6.26
Ingeniero Industrial,53,2017-03-03,7.25,7.51
Ingeniero Mecánico,53,2017-03-01,7.55,7.63
Ingeniero Mecánico,53,2017-03-01,6.19,6.53
Ingeniero en Informática,53,2017-02-24,7.28,7.37
Ingeniero en Informática,53,2017-02-24,6.74,6.8
Ingeniero Industrial,53,2017-02-23,5.65,6.4
Ingeniero Industrial,53,2017-02-23,5.07,5.92
Ingeniero Industrial,53,2017-02-23,5.19,6.22
Ingeniero Industrial,53,2017-02-23,5.36,6.07
Ingeniero Químico,53,2017-02-22,7.62,7.88
Ingeniero Industrial,53,2017-02-16,7.34,7.45
Ingeniero Industrial,53,2017-02-15,7.14,7.47
Ingeniero Industrial,53,2017-02-15,6.59,6.94
Lic.en Administración y Sistemas,53,2017-02-15,6.22,6.18
Lic.en Administración y Sistemas,53,2017-02-14,5.68,6.09
Ingeniero Industrial,53,2017-02-14,7.59,7.48
Ingeniero Industrial,53,2017-02-14,5.45,6.29
Ingeniero en Petróleo,53,2017-02-14,6.78,6.87
Lic.en Administración y Sistemas,53,2017-02-14,5.88,6.26
Lic.en Administración y Sistemas,53,2017-02-14,6.39,6.5
Lic.en Administración y Sistemas,53,2017-02-14,5.34,6.09
Ingeniero Químico,53,2017-02-13,6.87,7.21
Ingeniero Químico,53,2017-02-13,7.14,7.33
Lic.en Administración y Sistemas,53,2017-02-08,6.72,6.99
Ingeniero Químico,53,2017-02-07,6.26,6.65
Ingeniero Industrial,53,2017-01-31,6.46,6.68
Ingeniero Industrial,53,2017-01-31,6.46,6.93
Ingeniero Industrial,53,2017-01-31,6.09,6.52
Ingeniero Industrial,53,2017-01-31,5.44,6.13
Ingeniero Industrial,53,2017-01-31,5.7,6.47
Ingeniero Industrial,53,2017-01-31,5.48,6.19
Ingeniero Industrial,53,2016-12-29,6.17,6.57
Ingeniero en Petróleo,53,2016-12-26,6.38,6.76
Ingeniero Electrónico,53,2016-12-26,8.65,8.74
Ingeniero Electrónico,53,2016-12-26,7.36,7.36
Ingeniero Químico,53,2016-12-23,9.18,9.2
Lic.en Administración y Sistemas,53,2016-12-23,5.69,6.09
Lic.en Administración y Sistemas,53,2016-12-23,6.64,6.76
Lic.en Administración y Sistemas,53,2016-12-22,7.16,7.2
Lic.en Administración y Sistemas,53,2016-12-22,7.85,7.88
Lic.en Administración y Sistemas,53,2016-12-22,6.42,6.68
Lic.en Administración y Sistemas,53,2016-12-22,7.85,7.79
Lic.en Administración y Sistemas,53,2016-12-22,6.96,6.96
Lic.en Administración y Sistemas,53,2016-12-22,7.01,6.97
Ingeniero Industrial,53,2016-12-22,7.66,7.88
Ingeniero Industrial,53,2016-12-22,6.27,6.74
Lic.en Administración y Sistemas,53,2016-12-22,5.91,6.08
Lic.en Administración y Sistemas,53,2016-12-21,5.76,6.15
Lic.en Administración y Sistemas,53,2016-12-21,7.4,7.56
Ingeniero Industrial,53,2016-12-21,5.8,6.47
Ingeniero en Petróleo,53,2016-12-21,7.31,7.38
Ingeniero en Petróleo,53,2016-12-21,6.27,6.76
Ingeniero Industrial,53,2016-12-20,5.07,5.86
Ingeniero Industrial,53,2016-12-20,6.01,6.78
Ingeniero Industrial,53,2016-12-20,6.17,6.5
Ingeniero Industrial,53,2016-12-20,6.79,7.11
Ingeniero Naval,53,2016-12-20,6.34,6.74
Ingeniero Industrial,53,2016-12-19,6.09,6.6
Lic.en Administración y Sistemas,53,2016-12-16,7.46,7.45
Lic.en Administración y Sistemas,53,2016-12-16,8.16,8.13
Ingeniero Industrial,53,2016-12-16,8.09,8.23
Ingeniero Químico,53,2016-12-16,7.21,7.5
Ingeniero Químico,53,2016-12-16,7.46,7.62
Ingeniero Químico,53,2016-12-16,6.46,6.87
Lic.en Administración y Sistemas,53,2016-12-16,7.36,7.41
Lic.en Administración y Sistemas,53,2016-12-16,6.96,7.32
Lic.en Administración y Sistemas,53,2016-12-16,7.03,7.07
Lic.en Administración y Sistemas,53,2016-12-16,8.54,8.39
Lic.en Administración y Sistemas,53,2016-12-15,6.7,6.79
Ingeniero Industrial,53,2016-12-14,5.83,6.27
Ingeniero Químico,53,2016-12-12,6.84,7.27
Ingeniero Industrial,53,2016-12-07,6.51,6.94
Ingeniero Industrial,53,2016-12-06,5.79,6.32
Lic.en Administración y Sistemas,53,2016-11-17,5.46,5.99
Ingeniero Industrial,53,2016-11-14,5.62,6.36
Ingeniero Mecánico,53,2016-11-07,6.83,6.9
Ingeniero Mecánico,53,2016-10-26,6.24,6.58
Lic.en Administración y Sistemas,53,2016-10-13,7.26,7.24
Ingeniero Industrial,53,2016-10-13,7.65,7.68
Ingeniero Mecánico,53,2016-10-11,5.81,6.32
Lic.en Administración y Sistemas,53,2016-10-06,5.03,6.21
Ingeniero Industrial,53,2016-10-03,5.27,5.93
Ingeniero Industrial,53,2016-09-16,5.89,6.43
Ingeniero Industrial,53,2016-09-16,5.22,6.24
Ingeniero Industrial,53,2016-09-15,6.23,6.73
Lic.en Administración y Sistemas,52,2016-09-14,5.72,6.01
Ingeniero Químico,52,2016-09-13,6.48,6.77
Ingeniero en Petróleo,52,2016-09-08,5.46,6.21
Ingeniero Industrial,52,2016-09-08,7.08,7.31
Ingeniero Industrial,52,2016-09-08,6.58,6.96
Ingeniero en Petróleo,52,2016-09-06,6.18,6.65
Ingeniero en Petróleo,52,2016-09-06,6.14,6.76
Ingeniero en Informática,52,2016-09-06,6.54,6.82
Ingeniero en Informática,52,2016-09-02,6.62,7.22
Ingeniero en Informática,52,2016-09-02,6.83,7.08
Ingeniero en Informática,52,2016-09-02,8.32,8.23
Ingeniero Industrial,52,2016-08-31,6.26,6.59
Ingeniero Industrial,53,2016-08-31,6.14,6.92
Ingeniero Electrónico,52,2016-08-30,7.93,8
Lic.en Administración y Sistemas,52,2016-08-25,7.26,7.39
Ingeniero Mecánico,52,2016-08-23,6.37,6.47
Ingeniero Industrial,52,2016-08-17,6.05,6.64
Ingeniero en Informática,52,2016-08-12,6.42,6.89
Ingeniero en Informática,52,2016-08-12,7.24,7.45
Ingeniero Industrial,52,2016-08-11,6.16,6.82
Ingeniero Industrial,52,2016-08-11,6.86,7.1
Ingeniero Industrial,52,2016-08-11,6.4,6.69
Ingeniero Industrial,52,2016-08-11,8.16,8.31
Ingeniero Industrial,52,2016-08-11,7.31,7.51
Ingeniero Industrial,52,2016-08-11,6.98,7.48
Ingeniero Industrial,52,2016-08-11,7.41,7.5
Ingeniero Industrial,52,2016-08-11,7.46,7.69
Ingeniero Industrial,52,2016-08-11,7.23,7.46
Ingeniero Industrial,52,2016-08-11,6.29,6.54
Ingeniero Industrial,52,2016-08-11,5,5.84
Ingeniero Industrial,52,2016-08-11,7.78,7.82
Ingeniero Mecánico,52,2016-08-09,5.93,6.43
Ingeniero Electricista,52,2016-08-09,7.48,7.51
Ingeniero Electricista,52,2016-08-09,6.2,6.48
Ingeniero Mecánico,52,2016-08-09,5.87,6.21
Ingeniero Industrial,52,2016-08-08,7.08,7.18
Ingeniero en Informática,52,2016-08-05,6.87,7.12
Ingeniero en Informática,52,2016-08-05,7.01,7.4
Ingeniero Electrónico,52,2016-08-04,8.44,8.41
Ingeniero Electrónico,52,2016-08-04,7.19,7.26
Ingeniero Electrónico,52,2016-08-04,8.23,8.22
Ingeniero Electrónico,52,2016-08-04,7.87,7.91
Ingeniero Electrónico,52,2016-08-04,5.88,6.05
Ingeniero Industrial,52,2016-08-04,5.59,6.1
Ingeniero Industrial,52,2016-08-04,6.85,6.96
Ingeniero Industrial,52,2016-08-04,5.95,6.38
Ingeniero Industrial,52,2016-08-04,6.13,6.44
Ingeniero Industrial,52,2016-08-04,6.15,6.47
Ingeniero Industrial,52,2016-08-04,6.03,6.51
Ingeniero Industrial,52,2016-08-04,5.89,6.32
Ingeniero Industrial,52,2016-08-03,6.35,6.87
Ingeniero Industrial,52,2016-08-03,6.37,6.62
Ingeniero Industrial,52,2016-08-03,6.23,6.84
Ingeniero Industrial,52,2016-08-03,6.53,6.86
Ingeniero Químico,52,2016-08-03,6.59,7.06
Ingeniero Mecánico,52,2016-08-03,5.65,6.28
Ingeniero en Informática,52,2016-08-03,6.36,6.6
Ingeniero en Informática,52,2016-08-03,8.15,8.14
Ingeniero en Informática,52,2016-08-03,6.59,7.11
Ingeniero en Informática,52,2016-08-03,6.21,6.88
Ingeniero en Informática,52,2016-08-02,6.21,6.69
Ingeniero Industrial,52,2016-08-02,6.08,6.47
Ingeniero Mecánico,52,2016-08-01,6.52,6.7
Lic.en Administración y Sistemas,52,2016-08-01,5.65,6.66
Ingeniero Industrial,52,2016-07-29,6.73,7.16
Ingeniero Industrial,52,2016-07-29,7.74,7.78
Ingeniero en Petróleo,52,2016-07-26,6.59,6.96
Ingeniero Mecánico,52,2016-07-25,5.89,6.17
Ingeniero en Informática,52,2016-07-25,6.06,6.71
Ingeniero en Informática,52,2016-07-25,6.23,6.65
Ingeniero en Informática,52,2016-07-25,7,7.27
Ingeniero Industrial,52,2016-07-25,5.82,6.15
Ingeniero Químico,52,2016-07-22,7.31,7.48
Lic.en Administración y Sistemas,52,2016-07-22,7.07,7.11
Ingeniero Industrial,52,2016-07-22,7.95,8.14
Lic.en Administración y Sistemas,52,2016-07-21,6.62,6.71
Lic.en Administración y Sistemas,52,2016-07-21,6.5,6.55
Lic.en Administración y Sistemas,52,2016-07-21,7.24,7.38
Ingeniero Industrial,52,2016-07-21,7.78,7.89
Ingeniero Industrial,52,2016-07-21,7.84,7.89
Ingeniero Industrial,52,2016-07-21,6.19,6.7
Ingeniero Industrial,52,2016-07-21,6.37,6.6
Ingeniero Industrial,52,2016-07-21,4.9,5.88
Ingeniero Químico,52,2016-07-21,6.51,6.68
Ingeniero Químico,52,2016-07-21,7.12,7.27
Ingeniero Electrónico,52,2016-07-21,7.54,7.88
Ingeniero en Informática,52,2016-07-21,5.88,6.37
Ingeniero en Informática,52,2016-07-20,6.48,6.94
Ingeniero Químico,52,2016-07-20,7.24,7.4
Ingeniero Químico,52,2016-07-20,5.77,6.12
Ingeniero en Informática,52,2016-07-19,6.83,7.23
Lic.en Administración y Sistemas,52,2016-07-19,7.37,7.48
Ingeniero Industrial,52,2016-07-19,8.05,8.14
Ingeniero Químico,52,2016-07-15,6.36,6.8
Ingeniero Mecánico,52,2016-07-14,6.14,6.57
Ingeniero Mecánico,52,2016-07-14,5.83,6.12
Ingeniero Industrial,52,2016-07-14,6.38,6.97
Ingeniero en Petróleo,52,2016-07-12,6.81,7.09
Ingeniero Industrial,52,2016-07-11,7.27,7.38
Ingeniero Industrial,52,2016-07-11,6.54,6.78
Ingeniero Industrial,52,2016-07-07,6.62,6.87
Ingeniero Mecánico,52,2016-07-04,7.59,7.65
Ingeniero Químico,52,2016-07-04,8.58,8.66
Ingeniero Industrial,52,2016-06-30,7.12,7.36
Ingeniero Industrial,52,2016-06-30,6.41,6.66
Ingeniero Industrial,52,2016-06-30,7.65,7.76
Ingeniero Industrial,52,2016-06-28,5.5,6.29
Ingeniero Industrial,52,2016-06-28,5.43,6.09
Ingeniero Industrial,52,2016-06-23,7.52,7.72
Ingeniero Industrial,52,2016-06-23,7.84,7.91
Ingeniero en Petróleo,52,2016-06-21,5.17,5.79
Ingeniero Industrial,52,2016-06-16,5.5,6.13
Ingeniero Industrial,52,2016-06-14,5.9,6.31
Ingeniero Industrial,52,2016-06-14,5.25,6.33
Ingeniero Industrial,52,2016-06-09,6.68,7.09
Ingeniero en Petróleo,52,2016-06-09,6.37,6.62
Ingeniero en Petróleo,52,2016-06-07,7.03,7.1
Ingeniero Industrial,52,2016-06-02,7.61,7.78
Ingeniero Industrial,52,2016-06-02,7.29,7.6
Ingeniero en Informática,52,2016-05-27,6.7,6.97
Lic.en Administración y Sistemas,52,2016-05-26,6.29,6.49
Lic.en Administración y Sistemas,52,2016-05-26,5.96,6.2
Ingeniero Industrial,52,2016-05-26,5.88,6.55
Ingeniero en Informática,52,2016-05-20,6.38,6.56
Ingeniero en Informática,52,2016-05-20,7.42,7.57
Ingeniero Químico,52,2016-05-19,8.15,8.16
Ingeniero Químico,52,2016-05-19,6.04,6.48
Ingeniero Industrial,52,2016-05-12,6.08,6.57
Ingeniero Industrial,52,2016-05-12,6.81,6.93
Ingeniero Industrial,52,2016-05-11,7.62,7.6
Ingeniero Industrial,52,2016-05-03,6.88,7.04
Ingeniero Industrial,52,2016-05-03,6.28,6.66
Ingeniero Industrial,52,2016-05-03,5.88,6.33
Ingeniero Industrial,52,2016-05-03,6.22,6.64
Ingeniero Industrial,52,2016-05-03,7.99,8.21
Ingeniero en Petróleo,52,2016-05-03,5.42,6.07
Ingeniero Industrial,52,2016-04-28,6.36,6.69
Ingeniero Industrial,52,2016-04-28,6.27,6.4
Ingeniero en Petróleo,52,2016-04-25,6.09,6.34
Ingeniero Químico,52,2016-04-25,6.02,6.32
Ingeniero Químico,52,2016-04-21,8.49,8.65
Ingeniero Mecánico,52,2016-04-18,8.36,8.39
Ingeniero Industrial,52,2016-04-15,7.6,7.66
Ingeniero Industrial,52,2016-04-15,8.47,8.43
Ingeniero Industrial,52,2016-04-15,7.43,7.47
Lic.en Administración y Sistemas,52,2016-04-15,6.26,6.42
Ingeniero en Petróleo,52,2016-04-14,7.39,7.46
Ingeniero Industrial,52,2016-04-12,5.53,6.24
Ingeniero Químico,52,2016-04-04,7.07,7.3
Ingeniero Mecánico,52,2016-03-31,5.8,6.2
Lic.en Administración y Sistemas,52,2016-03-31,5.78,6.19
Lic.en Administración y Sistemas,52,2016-03-31,6.85,7.01
Ingeniero Mecánico,52,2016-03-31,5.75,6.48
Ingeniero Industrial,52,2016-03-28,6.23,6.56
Lic.en Administración y Sistemas,52,2016-03-23,6.61,6.8
Ingeniero Químico,52,2016-03-15,8.13,8.23
Ingeniero en Petróleo,52,2016-03-11,6.06,6.43
Ingeniero Industrial,52,2016-03-04,7.2,7.32
Ingeniero Industrial,52,2016-03-03,5.14,6.01
Ingeniero Electricista,52,2016-03-02,5.74,5.98
Ingeniero Mecánico,52,2016-02-29,7.68,7.77
Ingeniero Electricista,52,2016-02-25,7.35,7.45
Lic.en Administración y Sistemas,52,2016-02-25,6.44,6.77
Ingeniero Industrial,52,2016-02-24,5.42,6.21
Ingeniero en Petróleo,52,2016-02-22,5.84,6.67
Ingeniero en Petróleo,52,2016-02-22,6.57,6.78
Lic.en Administración y Sistemas,52,2016-02-19,6.32,6.52
Lic.en Administración y Sistemas,52,2016-02-19,6.42,6.39
Lic.en Administración y Sistemas,52,2016-02-19,7.32,7.29
Lic.en Administración y Sistemas,52,2016-02-18,7.99,7.91
Lic.en Administración y Sistemas,52,2016-02-18,6.62,6.56
Ingeniero en Informática,52,2016-02-18,6.12,6.38
Lic.en Administración y Sistemas,52,2016-02-17,7.66,8.08
Ingeniero Industrial,52,2016-02-16,6.54,6.87
Ingeniero Industrial,52,2016-02-12,7.19,7.21
Ingeniero Industrial,52,2016-02-12,5.74,6.44
Lic.en Administración y Sistemas,52,2016-02-11,6.58,6.77
Ingeniero en Informática,52,2016-02-03,7.17,7.32
Ingeniero Mecánico,52,2016-02-03,6.07,6.6
Ingeniero Industrial,52,2016-02-01,6.7,6.87
Ingeniero Electrónico,52,2015-12-30,6.33,6.54
Ingeniero Electrónico,52,2015-12-30,6.03,6.3
Ingeniero Electrónico,52,2015-12-30,5.38,6.17
Ingeniero Químico,52,2015-12-22,6.45,6.83
Ingeniero Químico,52,2015-12-22,7.27,7.55
Ingeniero Industrial,52,2015-12-22,6.94,7.32
Ingeniero Industrial,52,2015-12-22,6.32,6.59
Ingeniero Industrial,52,2015-12-22,7.15,7.32
Ingeniero Industrial,52,2015-12-22,6.8,7.18
Ingeniero Industrial,52,2015-12-22,6.99,7.08
Ingeniero Industrial,52,2015-12-21,6.55,7.04
Ingeniero Industrial,52,2015-12-18,5.84,6.42
Lic.en Administración y Sistemas,52,2015-12-18,7.07,7.07
Lic.en Administración y Sistemas,52,2015-12-18,6.88,7.13
Lic.en Administración y Sistemas,52,2015-12-18,7.8,7.86
Lic.en Administración y Sistemas,52,2015-12-18,8.29,8.27
Lic.en Administración y Sistemas,52,2015-12-18,6.98,7.13
Lic.en Administración y Sistemas,52,2015-12-18,8.52,8.54
Lic.en Administración y Sistemas,52,2015-12-16,6.96,7.04
Lic.en Administración y Sistemas,52,2015-12-16,7.14,7.23
Lic.en Administración y Sistemas,52,2015-12-16,6.7,6.76
Lic.en Administración y Sistemas,52,2015-12-16,8.49,8.41
Lic.en Administración y Sistemas,52,2015-12-16,7.89,7.82
Lic.en Administración y Sistemas,52,2015-12-16,8.3,8.68
Lic.en Administración y Sistemas,52,2015-12-16,8.33,8.21
Ingeniero Químico,52,2015-12-16,6.22,6.5
Lic.en Administración y Sistemas,52,2015-12-16,7.59,7.59
Ingeniero Industrial,52,2015-12-16,7.37,7.48
Ingeniero en Petróleo,52,2015-12-15,9.23,9.15
Ingeniero en Petróleo,52,2015-12-15,8.24,8.28
Ingeniero en Petróleo,52,2015-12-15,8.5,8.6
Lic.en Administración y Sistemas,52,2015-12-15,6.69,6.62
Ingeniero en Petróleo,52,2015-12-14,6.45,6.57
Ingeniero Industrial,52,2015-12-14,5.08,5.74
Ingeniero Industrial,52,2015-12-11,6.39,6.51
Lic.en Administración y Sistemas,52,2015-12-11,6.49,6.62
Lic.en Administración y Sistemas,52,2015-12-11,7.39,7.36
Lic.en Administración y Sistemas,52,2015-12-11,7.34,7.42
Lic.en Administración y Sistemas,52,2015-12-11,7.71,7.74
Lic.en Administración y Sistemas,52,2015-12-11,8.67,8.62
